identifiers[0].value,identifiers[1].value,"inputs[""Base""].components[0].identifiers[0].value","inputs[""Base""].components[0].amount.moles.value","inputs[""aryl halide""].components[0].identifiers[0].value","inputs[""aryl halide""].components[0].amount.moles.value","inputs[""amine""].components[0].identifiers[0].value","inputs[""amine""].components[0].amount.moles.value","inputs[""metal and ligand""].components[0].identifiers[0].value","inputs[""metal and ligand""].components[0].amount.moles.value","inputs[""metal and ligand""].components[1].identifiers[0].type","inputs[""metal and ligand""].components[1].identifiers[0].value","inputs[""metal and ligand""].components[1].amount.moles.value","inputs[""metal and ligand""].components[1].amount.moles.units","inputs[""metal and ligand""].components[1].reaction_role",conditions.temperature.setpoint.value,notes.procedure_details,outcomes[0].products[0].identifiers[0].value,outcomes[0].products[0].measurements[0].percentage.value,provenance.experiment_start.value,reaction_id,"inputs[""Solvent""].components[0].identifiers[0].type","inputs[""Solvent""].components[0].identifiers[0].value","inputs[""Solvent""].components[0].amount.volume.value","inputs[""Solvent""].components[0].amount.volume.units","inputs[""Solvent""].components[0].reaction_role","inputs[""Solvent""].components[0].is_limiting","inputs[""metal and ligand""].components[0].is_limiting","inputs[""metal and ligand""].components[1].is_limiting","inputs[""Base""].components[0].is_limiting"
938,0.0 [Unassigned] Unrecognized,C(=O)([O-])[O-].[Cs+].[Cs+],0.0019099999917671084,C1=C(C=C(C=C1F)Br)C#N,0.0019099999917671084,CC(C1=CC(=CC2=C1OC(=CC2=O)N3CCOCC3)C(=O)N(C)C)N,0.0008689999813213944,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.00021699999342672527,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],6.510000093840063e-05,MOLE,CATALYST,90.0,"To a mixture of 8-(1-aminoethyl)-N,N-dimethyl-2-morpholino-4-oxo-4H-chromene-6-carboxamide (300 mg, 0.87 mmol), cesium carbonate (1104 mg, 3.39 mmol), (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (126 mg, 0.22 mmol) and 3-bromo-5-fluorobenzonitrile (382 mg, 1.91 mmol) in degassed 1,4-dioxane (2ml), was added TRIS(DIBENZYLIDENEACETONE)DIPALLADIUM (59.7 mg, 0.07 mmol). The suspension was heated in a sealed container up to 85-95°C for 16hours. The reaction mixture was filtered through a short pad of dicalite, concentrated under reduced pressure. The crude product was purified by flash chromatography on silica gel eluting with 0 to 5% methanol in dichloromethane. The solvent was evaporated to dryness to afford the product which still containing some impurities (see UPLC 03441-77-003). The product mixture was then re-purified by preparative HPLC using a Waters X-Bridge reverse-phase column (C-18, 5 microns silica, 19 mm diameter, 100 mm length, flow rate of 40 ml / minute) and decreasingly polar mixtures of water (containing 0.2% ammonium carbonate) and acetonitrile as eluent. The fractions containing the desired compound were evaporated to dryness to afford 8-(1-(3-cyano-5-fluorophenylamino)ethyl)-N,N-dimethyl-2-morpholino-4-oxo-4H-chromene-6-carboxamide (330 mg, 82 %) as a clear white solid.    ",CC(C1=CC(=CC2=C1OC(=CC2=O)N3CCOCC3)C(=O)N(C)C)NC4=CC(=CC(=C4)C#N)F,81.80000305175781,12/09/2009,ord-47db17fde7b54b3497b21dd387d6839b,SMILES,C1COCCO1,0.0020000000949949026,LITER,SOLVENT,False,False,False,False
940,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.00675999978557229,C1=CN=C(C=C1Cl)Cl,0.003379999892786145,C1=CN=C(N=C1)N,0.003379999892786145,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.00040499999886378646,SMILES,CC(=O)O.CC(=O)O.[Pd],0.0002699999895412475,MOLE,CATALYST,100.0,"Palladium(II) acetate (0.061 g, 0.27 mmol) was added to 2,4-dichloropyridine (0.500 g, 3.38 mmol), 2-Aminopyrimidine (0.321 g, 3.38 mmol), 9,9-Dimethyl-4,5-bis(diphenylphosphino)xanthene (0.235 g, 0.41 mmol) and Cesium carbonate (2.202 g, 6.76 mmol) in dioxane (15 mL) at 20ºC under nitrogen. The resulting suspension was stirred at 100 °C for 90 minutes. Complete reaction by LCMS, cooled to room temperature. The reaction mixture was then filtered, washed with DCM and filtrate concentrated _in vacuo_ to give a yellow gum. This was then dissolved in DCM (200 mL), washed with water (200 mL) and brine (200 mL). The organic layer was passed through phase separating cartridge and concentrated under reduced pressure. The crude product was purified by flash silica chromatography, elution gradient 0 to 50% EtOAc in isohexane. Pure fractions were evaporated to dryness to afford N-(4-chloropyridin-2-yl)pyrimidin-2-amine (0.361 g, 51.7 %) as an off-white solid.    ",C1=CN=C(N=C1)NC2=NC=CC(=C2)Cl,51.709999084472656,05/30/2008,ord-87f8e3ca7c9b4c4884d79136750f7a54,SMILES,C1COCCO1,0.014999999664723873,LITER,SOLVENT,False,False,False,False
941,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.06759999692440033,C1=CN=C(C=C1Cl)Cl,0.033799998462200165,C1=CN=C(N=C1)N,0.033799998462200165,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.004050000105053186,SMILES,CC(=O)O.CC(=O)O.[Pd],0.0027000000700354576,MOLE,CATALYST,100.0,"Palladium(II) acetate (0.607 g, 2.70 mmol) was added to 2,4-dichloropyridine (5.00 g, 33.79 mmol), 2-Aminopyrimidine (3.21 g, 33.79 mmol), 9,9-Dimethyl-4,5-bis(diphenylphosphino)xanthene (2.346 g, 4.05 mmol) and Cesium carbonate (22.02 g, 67.57 mmol) in dioxane (15 mL) at 20ºC under nitrogen. The resulting suspension was stirred at 100 °C for 90 minutes. Complete reaction by LCMS, cooled to room temperature. The reaction mixture was then filtered, washed with DCM and filtrate concentrated _in vacuo_ to give a yellow gum. This was then dissolved in DCM (200 mL), washed with water (200 mL) and brine (200 mL). The organic layer was passed through phase separating cartridge and concentrated under reduced pressure. The crude material was suspended in DCM, solid filtered off and dried to give EN01580-46-2 N-(4-chloropyridin-2-yl)pyrimidin-2-amine (2.975 g, 42.6 %). The filtrate was purified by silica gel chromatography, elution gradient 0 to 50% EtOAc in isohexane. Pure fractions were evaporated to dryness to afford EN01580-46-1, N-(4-chloropyridin-2-yl)pyrimidin-2-amine (0.889 g, 12.73 %) as a white solid.    ",C1=CN=C(N=C1)NC2=NC=CC(=C2)Cl,55.349998474121094,06/03/2008,ord-89c8603d021344778ef0d6ba16c5f635,SMILES,C1COCCO1,0.014999999664723873,LITER,SOLVENT,False,False,False,False
942,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.000965000013820827,CN1C=C(N=C1)NC2=CC(=NC3=C(C=NN23)C#N)Cl,0.00029200001154094934,CC1=C(C=C(C=C1)N)NC(=O)C,0.0005849999724887311,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,2.9200000426499173e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],1.4600000213249587e-05,MOLE,CATALYST,100.0,"To a microwave vial containing N-(5-amino-2-methylphenyl)acetamide (0.096 g, 0.58 mmol), 5-chloro-7-(1-methyl-1H-imidazol-4-ylamino)pyrazolo[1,5-a]pyrimidine-3-carbonitrile (0.08 g, 0.29 mmol), sodium tert-butoxide (0.093 g, 0.96 mmol) and 2-Dicyclohexylphosphino-2',4',6'-tri-iso-propyl-1,1'-biphenyl (0.014 g, 0.03 mmol) was added DMA (1.8 ml). Vial was flushed with argon and to it was added Pd2(dba)3 (0.013 g, 0.01 mmol) and the reaction was heated in a MW reactor at 100 C for 50 min . Reaction was filtered through celite and the filterate diluted with EtOAC (5 ml) and the organic solution was washed with minimum amt of brine( 1X 5 ml) and organic layer dried over Na2SO4 filtered and concentrated to give crude liquid. this was purified by flash column using 5-8% MeOH: DCM (1% NH4OH) as gradient to give N-(5-(3-cyano-7-(1-methyl-1H-imidazol-4-ylamino)pyrazolo[1,5-a]pyrimidin-5-ylamino)-2-methylphenyl)acetamide (0.015 g, 12.78 %) as desired product. nmr & MASS AGREE WITH THE STRUCTURE.  ",CC1=C(C=C(C=C1)NC2=NC3=C(C=NN3C(=C2)NC4=CN(C=N4)C)C#N)NC(=O)C,12.779999732971191,10/20/2008,ord-a0aa244ac0f34a23886d9e4b9c227fa6,SMILES,CC(=O)N(C)C,0.0017999999690800905,LITER,SOLVENT,False,False,False,False
943,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.0012100000167265534,CN1C=C(N=C1)NC2=CC(=NC3=C(C=NN23)C#N)Cl,0.0003650000144261867,CC1=C(C=C(C=C1)N)NC(=O)C,0.0007309999782592058,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,3.650000144261867e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],1.82999992830446e-05,MOLE,CATALYST,100.0,"To a microwave vial containingN-(5-amino-2-methylphenyl)acetamide (0.120 g, 0.73 mmol), 5-chloro-7-(1-methyl-1H-imidazol-4-ylamino)pyrazolo[1,5-a]pyrimidine-3-carbonitrile (0.1 g, 0.37 mmol) ,sodium 2-methylpropan-2-olate (0.116 g, 1.21 mmol) and 2-Dicyclohexylphosphino-2',4',6'-tri-iso-propyl-1,1'-biphenyl (0.017 g, 0.04 mmol)was added DMA (2.2 ml). Vial was flushed with argon and to it was added Pd2(dba)3 (0.017 g, 0.02 mmol) and the reaction was heated in a MW reactor at 100 ° C for 60 min.Reaction was filtered, and filterate concentrated under reduced pressure to give dark red gum. This was suspended in 10% MeOH : DCM (10 ml) filtered and filterate concentrated to give crude solid. This was purified by flash column using 5-8% MeoH :DCM (1% NH4OH) to give 75 mg of pale yellow solid (EN02331-12-1). LCMS short purity indicated 90% pure. This sample was further purified by triturating the solid in 20% EtOAC: ether (10ml). The solid was filtered, dried to give pale yellow solid (EN 02331-12-2) as desired pdt. Mass spec and NMR are in agreement with the structure. (Note : The Etoac:Ether solution(filterate in the above step) obtained after trituration was concentrated to give solid (23 mg) this was stored for future use.  ",CC1=C(C=C(C=C1)NC2=NC3=C(C=NN3C(=C2)NC4=CN(C=N4)C)C#N)NC(=O)C,29.31999969482422,11/03/2008,ord-85b6b1948aa842f2a19dc52c1d84fd97,SMILES,CC(=O)N(C)C,0.002199999988079071,LITER,SOLVENT,False,False,False,False
944,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0010300000431016088,C1CC1NC2=CC(=NC3=C(C=NN23)C#N)Cl,0.000514000013936311,CC(=O)NC1=C(C=CC(=C1)N)N(C)CCO,0.000514000013936311,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,5.1399998483248055e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],2.5699999241624027e-05,MOLE,CATALYST,150.0,"In a 40mL vial (t=g) was 5-chloro-7-(cyclopropylamino)pyrazolo[1,5-a]pyrimidine-3-carbonitrile (120mg, 0.51 mmol), N-(5-amino-2-((2-hydroxyethyl)(methyl)amino)phenyl)acetamide (115 mg, 0.51 mmol), and cesium carbonate (335 mg, 1.03 mmol) in DMA (3.0 mL) (),Pd2(dba)3 (23.51 mg, 0.03 mmol) and (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (29.7 mg, 0.05 mmol) were added.  to give a brown suspension. The vial was filled with N2,  150C microwave for 30 min. LCMS showed SM and product. under microwave 150C for another 2h. 15% SM remained. MeOH (2 mL) was added to the reaction mixture. filtered. The mother liquid solvent was removed by ratovapor to yield stick oil. The crude product was loaded on ISCO (Hex to Hex:EtOAc To EtOAc to EtOAc:MeOH=10:1) to give sticky oil.  The product was not pure.  added 1 mL of EtOAc, the solid was promoted to form by scratching the flask wall. The resulting suspension was heated to reflux. When it was warm, the mixture was filtered to give offwhite solid. This solid was washed with EtOAc ( 2 mL) and dried at 80C under reduced press oven to give N-(5-(3-cyano-7-(cyclopropylamino)pyrazolo[1,5-a]pyrimidin-5-ylamino)-2-((2-hydroxyethyl)(methyl)amino)phenyl)acetamide (110 mg, 50.9 %)  NMR and LCMS showed desired product, see attachment  ",CC(=O)NC1=C(C=CC(=C1)NC2=NC3=C(C=NN3C(=C2)NC4CC4)C#N)N(C)CCO,50.939998626708984,04/09/2009,ord-619d0fe2a4c84781a991f3b254737c7e,SMILES,CC(=O)N(C)C,0.003000000026077032,LITER,SOLVENT,False,False,False,False
945,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0003769999893847853,C1=CC(=CN=C1)Br,0.0003600000054575503,C1CC(C1)N2CCN(CC2)C(=O)C3CC4(C3)CCNCC4,0.0003429999924264848,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,6.859999848529696e-05,SMILES,CC(=O)O.CC(=O)O.[Pd],3.429999924264848e-05,MOLE,CATALYST,110.0,"cesium carbonate (123 mg, 0.38 mmol) was added to a solution of (4-cyclobutylpiperazin-1-yl)(7-azaspiro[3.5]nonan-2-yl)methanone (100 mg, 0.34 mmol), PdOAc2 (7.70 mg, 0.03 mmol), BINAP (42.7 mg, 0.07 mmol) and 3-bromopyridine (56.9 mg, 0.36 mmol) in toluene (2 mL). The reaction mixture was heated to 110°C for 18hrs. The room temperature cooled down mixture was filtered over celite. The solvent was concentrated. The product was purified by preparative HPLC using a low pH shallow gradient method (Mobile phase: 20-40% B; A: H2O with 0.05% TFA , B: CH3CN, 25 min. run) on Luna 15 m, C8 (2), 21.2x250 mm Phenomenex reverse phase column to provide (4-cyclobutylpiperazin-1-yl)(7-(pyridin-3-yl)-7-azaspiro[3.5]nonan-2-yl)methanone (10.00 mg, 7.91 %) as white solid.  1H NMR (400 MHz, CHLOROFORM- _d_ ) d ppm 1.58 (s, 3 H) 1.63 (dd, _J_ =6.25, 4.69 Hz, 2 H) 1.66 - 1.79 (m, 3 H) 1.80 - 1.94 (m, 2 H) 1.97 - 2.10 (m, 3 H) 2.12 - 2.21 (m, 2 H) 2.27 (q, _J_ =5.60 Hz, 3 H) 2.71 (quin, _J_ =7.91 Hz, 1 H) 3.21 (quin, _J_ =8.79 Hz, 1 H) 3.32 - 3.39 (m, 2 H) 3.41 (dd, _J_ =6.64, 4.69 Hz, 2 H) 3.54 (dd, _J_ =6.25, 4.69 Hz, 2 H) 3.63 (t, _J_ =4.88 Hz, 2 H) 6.53 - 6.60 (m, 1 H) 6.65 (d, _J_ =8.59 Hz, 1 H) 7.40 - 7.48 (m, 1 H) 8.16 (td, _J_ =2.34, 1.17 Hz, 1 H)  HRMS _m/z_ calcd for C22H32N4O 369.26489 [M+H]+, found 369.26533.  MS _m/z_ 369.2 [M+H]\+  (ES+)  ",C1CC(C1)N2CCN(CC2)C(=O)C3CC4(C3)CCN(CC4)C5=CN=CC=C5,7.909999847412109,10/16/2008,ord-e6180464a6454b249422de6171dce6f3,SMILES,CC1=CC=CC=C1,0.0020000000949949026,LITER,SOLVENT,False,False,False,False
946,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.000645000021904707,COC1=C(C=C(C=C1)Br)OC,0.00046099998871795833,CC(C)[C@@H]1CNCCN1C(=O)OC(C)(C)C,0.0005530000198632479,CN(C)C1=CC=CC=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,2.7599999157246202e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],2.300000051036477e-05,MOLE,CATALYST,150.0,"21-Apr-09 08:58:54 +0100  4-bromo-1,2-dimethoxybenzene (0.068 mL, 0.46 mmol), (R)-tert-butyl 2-isopropylpiperazine-1-carboxylate (126 mg, 0.55 mmol) and 2-Dicyclohexylphosphino-2'-(N,N-dimethylamino)biphenyl (11.21 mg, 0.03 mmol) and Sodium tert-butoxide (63.9 mg, 0.64 mmol) and Tris(dibenzylideneacetone)dipalladium(0) (21.09 mg, 0.02 mmol) were suspended in toluene (5 mL) and sealed into a microwave tube. The reaction was heated to 150 °C for 20 minutes in the microwave reactor and cooled to RT. LC-MS shows 36% product and 57% SM reaction will be combined with EN02263-47  ",CC(C)[C@@H]1CN(CCN1C(=O)OC(C)(C)C)C2=CC(=C(C=C2)OC)OC,36.0,04/22/2009,ord-ca7fdadedf3340de8e255025b11294fe,SMILES,CC1=CC=CC=C1,0.004999999888241291,LITER,SOLVENT,False,False,False,False
948,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC(C)(C)[O-].[Na+],0.001290000043809414,COC1=C(C=C(C=C1)Br)OC,0.0009210000280290842,CC(C)[C@@H]1CNCCN1C(=O)OC(C)(C)C,0.0011099999537691474,CN(C)C1=CC=CC=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,2.7599999157246202e-05,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],2.300000051036477e-05,MOLE,CATALYST,150.0,"21-Apr-09 08:58:54 +0100  4-bromo-1,2-dimethoxybenzene (0.135 mL, 0.92 mmol), (R)-tert-butyl 2-isopropylpiperazine-1-carboxylate (252 mg, 1.11 mmol) and 2-Dicyclohexylphosphino-2'-(N,N-dimethylamino)biphenyl (10.88 mg, 0.03 mmol) and Sodium tert-butoxide (128 mg, 1.29 mmol) and Tris(dibenzylideneacetone)dipalladium(0) (21.09 mg, 0.02 mmol) were suspended in toluene (5 mL) and sealed into a microwave tube. The reaction was heated to 150 °C for 30 minutes in the microwave reactor and cooled to RT. LC-MS show sproduct at 60% and SM 33% reaction mixture to be combined with EN02263-45 and worked up.  ",CC(C)[C@@H]1CN(CCN1C(=O)OC(C)(C)C)C2=CC(=C(C=C2)OC)OC,60.0,04/21/2009,ord-8ac590d4cc01454e9f3c19a34317cb92,SMILES,CC1=CC=CC=C1,0.004999999888241291,LITER,SOLVENT,False,False,False,False
949,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC(C)(C)[O-].[K+],0.000645000021904707,COC1=C(C=C(C=C1)Br)OC,0.00046099998871795833,CC(C)[C@@H]1CNCCN1C(=O)OC(C)(C)C,0.0005530000198632479,CC(C)(C)P(C(C)(C)C)C(C)(C)C,4.999999873689376e-05,SMILES,CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd],4.610000178217888e-05,MOLE,CATALYST,150.0,"22-Apr-09 09:56:23 +0100  4-bromo-1,2-dimethoxybenzene (0.068 mL, 0.46 mmol), (R)-tert-butyl 2-isopropylpiperazine-1-carboxylate (126 mg, 0.55 mmol) and BIS(TRI-T- BUTYLPHOSPHINE)PALLADIUM(0) (23.54 mg, 0.05 mmol) and potassium 2-methylpropan-2-olate (76 mg, 0.64 mmol) were suspended in THF (5 mL) and sealed into a microwave tube. The reaction was heated to 150 °C for 10 minutes in the microwave reactor and cooled to RT. LC-MS shows no starting material. The reaction mixture was filtered and the crude product was purified by flash silica chromatography, elution gradient 0 to 20% EtOAc in isohexane. Pure fractions were evaporated to dryness to afford (R)-tert-butyl 4-(3,4-dimethoxyphenyl)-2-isopropylpiperazine-1-carboxylate (152 mg, 91 %) as a yellow gum.  ",CC(C)[C@@H]1CN(CCN1C(=O)OC(C)(C)C)C2=CC(=C(C=C2)OC)OC,90.5199966430664,04/22/2009,ord-dcac8bcfa5124a8baee8e28e5e992678,SMILES,C1CCOC1,0.004999999888241291,LITER,SOLVENT,False,False,False,False
951,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],0.005150000099092722,CC1=C(C=CC(=N1)Cl)F,0.00343000004068017,CC(C)(C)OC(=O)N,0.004470000043511391,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.0001720000000204891,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],8.589999924879521e-05,MOLE,CATALYST,90.0,"A mixture of 6-chloro-3-fluoro-2-methylpyridine (500 mg, 3.43 mmol), tert- Butyl carbamate (523 mg, 4.47 mmol), Potassium phosphate (1094 mg, 5.15 mmol), 9,9-Dimethyl-4,5-bis(diphenylphosphino)xanthene (99 mg, 0.17 mmol) and Tris(dibenzylideneacetone)dipalladium(0) (79 mg, 0.09 mmol) were combined in a sealed vial which was purged with nitrogen. Degassed toluene (5 mL) and water (5.00 mL) were added and the mixture was stirred under a nitrogen atmosphere at 90 °C for 6h. The reaction mixture was diluted with EtOAc and washed with saturated NaHCO3 solution, brine, dried over sodium sulfate, filtered and concentrated under reduced pressure. The residue was purified by flash chromatography on silica gel, eluting with mixtures of 5-50%EtOAc in heptane. Many spots isolated, but none of them seemed to be the desired product. Not continued.    ",CC1=C(C=CC(=N1)NC(=O)OC(C)(C)C)F,0.0,06/29/2009,ord-849a1d763cb042f7907069ab25fe470c,SMILES,CC1=CC=CC=C1,0.009999999776482582,LITER,SOLVENT,False,False,False,False
952,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.00019200000679120421,COC(=O)C1=CC(=CC(=C1)Br)[N+](=O)[O-],0.007689999882131815,CN1CCNCC1,0.009999999776482582,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,0.00019200000679120421,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],0.00019200000679120421,MOLE,CATALYST,110.0,"To the stirred suspension ofmethyl 3-bromo-5-nitrobenzoate (2 g, 7.69 mmol) , cesium carbonate (12.53 g, 38.46 mmol) and (9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphine) (0.111 g, 0.19 mmol) in Dioxane (12 mL) (degassed with N2) was added pd (dba)3 (0.176 g, 0.19 mmol) and cesium carbonate (12.53 g, 38.46 mmol) AND rxn was heated at 110 ºC for 1 hr in microwaved.  LCMS showed the m+1= 280.  The crude raection mixture was filtered over celite. The filtrate was concentarted. The crude solid was diluted by 20 mL ethyl acetate, washed with 3x10 mL water, brine, collected the organic layers, concentrated.  The crude solid was added to a silica gel column and was eluted with 0-10% methanol in DCM. Collected desired fractions.  Obtained=1.4 gm.  1H NMR (300 MHz, DICHLOROMETHANE- _d_ 2) d ppm 2.32 (s, 3 H) 2.43 - 2.64 (m, 4 H) 3.13 - 3.40 (m, 4 H) 3.93 (s, 3 H) 7.85 (d, _J_ =1.70 Hz, 2H) 8.18 (t, _J_ =1.60 Hz, 1 H)  Registered as AZ13477915.  ",CN1CCN(CC1)C2=CC(=CC(=C2)C(=O)OC)[N+](=O)[O-],65.18000030517578,11/05/2010,ord-0986b91ec7734959810ebeac46571d3f,SMILES,C1COCCO1,0.012000000104308128,LITER,SOLVENT,False,False,False,False
953,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C(=O)([O-])[O-].[Cs+].[Cs+],0.0028899998869746923,CC1=C(C=C(C=C1)Br)[N+](=O)[O-],0.002309999894350767,C1CNCCN1,0.018799999728798866,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,0.00023099999816622585,SMILES,CC(=O)O.CC(=O)O.[Pd],0.00028899998869746923,MOLE,CATALYST,110.0,"palladium(II) acetate (0.065 g, 0.29 mmol), BINAP (0.144 g, 0.23 mmol) and CS2CO3 (0.943 g, 2.89 mmol) were added to a mixture of 4-bromo-1-methyl-2-nitrobenzene (0.5 g, 2.31 mmol) and piperazine (1.623 g, 18.84 mmol) . The suspension were heated to 110 °C for 24 hours, LCMS showed product mass [M+1]: 222.1 at retension time RT=1.21 min (polar short purity method). Workup reaction by additional of water (10mL), extracted with EtOAc (3x20 mL), washed with brine, dried with Na2SO4, evaporated off solvent to give a residue, which was purified by isco chromatographer, eluting with 0-10% MeOH in DCM to give 1-(4-methyl-3-nitrophenyl)piperazine (0.201 g, 39.3 %) as a yellow solid.  ",CC1=C(C=C(C=C1)N2CCNCC2)[N+](=O)[O-],39.25,07/22/2009,ord-7a7d88bb15974f808c2ac9e73fb46a04,SMILES,CC1=CC=CC=C1,0.009999999776482582,LITER,SOLVENT,False,False,False,False
